"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID","symbol","genename"
"ENSG00000088053",-0.228846775685407,-1.04931279141732,-0.340764991328504,0.73411001706129,0.931624254207493,-5.37858269321491,"51206","GP6","glycoprotein VI platelet"
"ENSG00000233266",-0.127909611163256,-1.43600109743013,-0.327287867152317,0.744244019515197,0.934336278896586,-5.37859352703339,"100873894","HMGB1P31","high mobility group box 1 pseudogene 31"
"ENSG00000221539",0.251683777176997,0.134030397274699,0.561967658998284,0.575597076683668,0.877801656341823,-5.37859726348529,"692212","SNORD99","small nucleolar RNA, C/D box 99"
"ENSG00000135338",0.419345920576256,2.99851946762859,0.884694204002975,0.378783788913586,0.789244793363205,-5.37866170228674,"167691","LCA5","lebercilin LCA5"
"ENSG00000176428",0.407568340219435,0.568732543524624,0.587925727018018,0.558119988848162,0.872065765397891,-5.3786702554614,"155382","VPS37D","VPS37D subunit of ESCRT-I"
"ENSG00000188981",-0.259762082932967,-0.388869243909403,-0.520001722223902,0.604395885787726,0.886700939313873,-5.37868791540143,"345222","MSANTD1","Myb/SANT DNA binding domain containing 1"
"ENSG00000140988",0.397931520715625,9.96833780011768,1.19974136604135,0.233528468257993,0.699107546558102,-5.37880071416939,"6187","RPS2","ribosomal protein S2"
"ENSG00000155034",-0.22674381063137,2.07085607105138,-0.803396189872917,0.423956612716496,0.81263609428078,-5.37883390615241,"80028","FBXL18","F-box and leucine rich repeat protein 18"
"ENSG00000135976",-0.336768527884868,3.98107380391191,-1.08311828596091,0.281777724459003,0.72920918975292,-5.3788745061488,"375248","ANKRD36","ankyrin repeat domain 36"
"ENSG00000148935",-0.581187491413195,-0.300041853369681,-0.552857420413244,0.581792612099536,0.878887544655736,-5.37897047371498,"2620","GAS2","growth arrest specific 2"
"ENSG00000172339",-0.210296023453788,2.72641063707368,-0.914860942753825,0.362817899147098,0.778285139299605,-5.37903080692351,"199857","ALG14","ALG14 UDP-N-acetylglucosaminyltransferase subunit"
"ENSG00000272899",0.250698467444365,-0.142782819057127,0.525025424581592,0.600913918891333,0.885811804063157,-5.37912389969074,"100130705","SPMIP1","sperm microtubule inner protein 1"
"ENSG00000238243",0.0597649122234472,-1.26308653741869,0.0685303528445,0.945522249976643,0.98792835059135,-5.3792669497726,"343171","OR2W3","olfactory receptor family 2 subfamily W member 3"
"ENSG00000205809",0.154459232409201,-2.19908873928497,0.152755563224335,0.878948205823007,0.970423434999577,-5.37935499068774,"3822","KLRC2","killer cell lectin like receptor C2"
"ENSG00000117360",-0.213727629007497,6.36759419389297,-1.2555877906569,0.212659864009019,0.681190047853067,-5.37941268735649,"9129","PRPF3","pre-mRNA processing factor 3"
"ENSG00000166997",0.358374893963629,4.51917022638731,1.16510221253934,0.247193157825153,0.706765907602487,-5.37949746073892,"245812","CNPY4","canopy FGF signaling regulator 4"
"ENSG00000066185",0.312833790841765,0.863696165738801,0.564479458967319,0.573894487751301,0.877589640818418,-5.3795631121634,"84217","ZMYND12","zinc finger MYND-type containing 12"
"ENSG00000256940",-0.354859797230234,-0.390230261167007,-0.438368591769393,0.662216270766793,0.906544884010979,-5.37961302688004,"105369340","PPP1R14B-AS1","PPP1R14B antisense RNA 1"
"ENSG00000106327",-0.418623800935879,0.730371235317911,-0.641159041036162,0.523121196242821,0.858656695719242,-5.3796769875775,"7036","TFR2","transferrin receptor 2"
"ENSG00000237505",-0.130257382044442,-1.45855548536172,-0.234031011808048,0.815516094823438,0.95315115022309,-5.37975033205871,"101927891","PKN2-AS1","PKN2 antisense RNA 1"
"ENSG00000224137",-0.325158268026154,-1.74491927211642,-0.32312443333576,0.747383904710163,0.934916096723047,-5.37984829065717,"102724714","LINC01857","long intergenic non-protein coding RNA 1857"
"ENSG00000114933",-0.25410794015935,5.07247119491474,-1.20999048399242,0.22959176843854,0.69569687341953,-5.37984999493581,"54891","INO80D","INO80 complex subunit D"
"ENSG00000174963",0.0947512226439418,-2.35619944150963,0.0557630342772087,0.955659690115863,0.98966109737652,-5.37988154588364,"84107","ZIC4","Zic family zinc finger 4"
"ENSG00000140279",0.771425731759726,1.68025928806813,0.628748318324718,0.531177196077233,0.861510293761369,-5.3799167644978,"50506","DUOX2","dual oxidase 2"
