"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"hsa04518","Integrin signaling",150,-0.333938573682076,-1.68217481748116,0.000358951776927993,0.00566164848154608,0.00566164848154608,6215,"tags=46%, list=31%, signal=32%","2064/5649/5829/7450/1758/3687/7057/8516/7058/29780/7059/7422/3611/5155/5156/3913/2266/3673/7143/3914/87/3384/894/22801/1278/255743/207/3693/5881/4233/3791/55742/1101/3690/1277/3381/5159/7424/896/2324/3655/8515/3386/7423/71/80144/999/7448/1285/10000/3918/1291/3911/3909/3679/55679/81/3480/208/1292/1286/718/1311/1288/80310/1287/3691/3675/7148",0.49849310876659
"hsa05204","Chemical carcinogenesis - DNA adducts",39,-0.42388496301106,-1.65767892995133,0.00661418001694507,0.0603979069968405,0.0603979069968405,4313,"tags=44%, list=21%, signal=34%","4258/54658/1576/54575/373156/2052/1551/374875/4257/1558/2950/2949/1545/2944/6817/2947/1646",0.407017918923954
"hsa04923","Regulation of lipolysis in adipocytes",52,-0.399374093251754,-1.6420899907935,0.00743100974213002,0.064464009512978,0.064464009512978,1679,"tags=25%, list=8%, signal=23%","115/63924/54979/10000/364/57104/8660/11343/3991/5346/208/2167/11145",0.407017918923954
"hsa04512","ECM-receptor interaction",86,-0.350146021949647,-1.63083622508552,0.00385050997283363,0.0377366986604059,0.0377366986604059,6336,"tags=49%, list=31%, signal=34%","9899/5649/7450/1758/7057/8516/7058/7059/3913/3673/7143/948/3914/22801/1278/255743/3693/1101/56955/3690/1277/3381/3655/8515/80144/7448/1285/3339/3918/1291/3911/3909/3679/1292/6382/1286/1311/1288/1287/3691/3675/7148",0.431707695803346
"hsa04666","Fc gamma R-mediated phagosome formation",95,0.34906826475192,1.62427164936054,0.00232785561898506,0.0252426843683693,0.0252426843683693,4875,"tags=38%, list=24%, signal=29%","4651/50807/10810/8394/1399/5058/2209/2214/4082/5894/255189/998/8936/7409/2212/5337/4067/5879/10092/1785/5788/10451/123745/5579/3055/5580/27040/6850/10096/1793/65108/5290/10097/5293/5578/7454",0.431707695803346
"hsa00310","Lysine degradation",60,0.378095127151548,1.59441196745344,0.00697824344077061,0.062088473690959,0.062088473690959,4348,"tags=40%, list=21%, signal=32%","55870/7799/23067/29072/387893/7468/2146/8424/83852/79709/54904/39/4297/8085/55904/55526/64754/63976/9869/79723/23127/51111/3033/1962",0.407017918923954
"hsa04975","Fat digestion and absorption",29,-0.439052365356934,-1.59287306635755,0.0182149258535726,0.118798416587631,0.118798416587631,4949,"tags=52%, list=24%, signal=39%","8611/948/8513/10555/8613/38/8694/335/29881/10554/2806/391013/338/5322/5320",0.352487857583619
"hsa00330","Arginine and proline metabolism",47,-0.392414850048466,-1.58962429215314,0.0112664021172261,0.0814466986391138,0.0814466986391138,7390,"tags=58%, list=37%, signal=37%","384/224/5831/2805/4128/113451/501/5625/112849/58510/4842/8659/4942/1152/26/4846/65263/112483/57571/4129/219/1159/4843/8974/2806/1159/112817/1160",0.380730400722792
"hsa05321","Inflammatory bowel disease",57,0.37333869521424,1.57172343989323,0.0098828211740249,0.0797520685438753,0.0797520685438753,6762,"tags=55%, list=33%, signal=37%","3595/4088/6772/3117/50615/3123/4087/3111/3113/3458/3109/7097/3122/3594/50943/3553/59067/7099/3460/3120/3115/7042/3108/3561/3117/51561/30009/6775/64127/2625/4790/3127",0.380730400722792
"hsa05340","Primary immunodeficiency",35,0.41773305865645,1.56688816019383,0.0231477551398982,0.131961401649055,0.131961401649055,5318,"tags=49%, list=26%, signal=36%","920/5993/6891/5788/100/29760/64421/4261/29851/695/5994/915/5896/916/3561/925/8625",0.352487857583619
"hsa00592","alpha-Linolenic acid metabolism",22,-0.453881867677127,-1.56598203635219,0.0330743683624016,0.163954368882191,0.163954368882191,1480,"tags=27%, list=7%, signal=25%","54979/151056/391013/5322/5320/11145",0.321775918075361
"hsa00591","Linoleic acid metabolism",23,-0.46789806280078,-1.55887990220058,0.0299370793303719,0.157152163713452,0.157152163713452,5448,"tags=52%, list=27%, signal=38%","8398/100137049/1573/1576/8605/1558/54979/151056/391013/5322/5320/11145",0.352487857583619
"hsa00100","Steroid biosynthesis",20,0.478114668919735,1.55274758353985,0.0471517360627701,0.221103410997044,0.221103410997044,3870,"tags=45%, list=19%, signal=36%","6646/6307/6713/3988/3930/1591/1594/2222/51478",0.321775918075361
"hsa04519","Cadherin signaling",362,-0.276218107468917,-1.55121278600946,6.04350664153851e-05,0.00174758067051155,0.00174758067051155,5256,"tags=37%, list=26%, signal=28%","1003/7481/57180/56121/3551/56129/5156/3265/56134/8777/56114/57717/1829/3850/51421/51474/3851/7479/87/1856/3854/9620/56136/22808/54361/8324/1495/26999/147798/342125/653857/5606/56145/5881/56128/1013/5317/4233/3791/4007/56144/2196/283446/5595/56132/28513/7476/5970/2563/10093/29930/80326/60437/7005/338785/6330/2561/3885/8325/3872/64405/56130/3860/1830/29119/5605/11211/5159/2568/2324/7410/7531/1501/6300/5600/51176/4301/6324/3882/126374/56125/7480/2697/3861/71/1012/7483/4041/999/5097/4642/2560/3852/7472/3868/1001/5318/56131/7408/3857/5603/55851/55845/55800/7004/3856/23500/23286/2570/1674/2569/81/56137/3480/64072/56122/6237/3866/3884/56124/3853/7477/7431/3728/3880/56127/2562/8321/1832/6327/56126/144501/3875/2558/4641",0.557332238758646
"hsa00620","Pyruvate metabolism",44,-0.378994213234033,-1.53490839533795,0.0241598295313686,0.131961401649055,0.131961401649055,4586,"tags=36%, list=23%, signal=28%","3939/38/5313/127/3029/5315/5105/130/219/124/125/84532/126/9380/98/10873",0.352487857583619
"hsa00010","Glycolysis / Gluconeogenesis",56,-0.364057593671741,-1.5202128727474,0.0184873616591702,0.118798416587631,0.118798416587631,5758,"tags=43%, list=28%, signal=31%","226/5211/3099/2027/3939/2597/441531/5313/127/7167/5213/5315/5236/5105/130/219/124/125/92579/84532/2026/5214/126/2821",0.352487857583619
"hsa04978","Mineral absorption",52,-0.365402701509541,-1.50241122019772,0.021516846326665,0.12873009785091,0.12873009785091,2693,"tags=27%, list=13%, signal=23%","142680/3163/4494/475/4495/79901/9843/4499/26872/4493/4489/261729/4501/4502",0.352487857583619
"hsa04932","Non-alcoholic fatty liver disease",149,-0.294837969776178,-1.50133046408197,0.00768670039992374,0.0650557326530131,0.0650557326530131,5425,"tags=38%, list=27%, signal=28%","4713/6389/9167/3551/374291/3569/2931/468/4708/4694/4704/54539/207/4716/1351/4696/4710/5313/5970/6720/1327/4706/9370/1346/125965/4707/4296/6300/5600/5563/4723/3953/126328/7385/3952/2353/4718/10000/56901/4725/5603/1347/8660/1329/7132/4728/9021/4717/4695/208/7386/27089/581/1350/1340/4724",0.407017918923954
"hsa05320","Autoimmune thyroid disease",33,0.403326140596277,1.49695174614797,0.0405161045870814,0.19526511516274,0.195265115162739,5568,"tags=50%, list=28%, signal=36%","941/942/3117/3123/3111/7253/3113/3109/3122/356/1493/3120/3115/5551/3108/3002/3117",0.321775918075361
